순위	선수명	팀명	AVG	G	PA	AB	R	H	2B	3B	HR	TB	RBI	SAC	SF
1	김태근	두산	0.500	2	6	4	0	2	1	0	0	3	2	0	0
2	강현구	두산	0.333	3	5	3	0	1	0	0	0	1	0	0	0
2	안승한	두산	0.333	30	39	36	5	12	3	0	0	15	8	1	0
4	페르난데스	두산	0.309	139	550	508	52	157	28	0	6	203	77	0	5
5	안권수	두산	0.297	76	267	239	43	71	7	2	0	82	20	1	0
6	허경민	두산	0.289	121	493	432	59	125	23	0	8	172	60	2	7
7	전민재	두산	0.289	35	46	45	11	13	1	0	0	14	0	1	0
8	김민혁	두산	0.284	38	97	88	11	25	2	0	5	42	16	0	0
9	강승호	두산	0.264	134	487	444	54	117	28	1	10	177	62	6	5
10	정수빈	두산	0.259	127	455	405	58	105	12	4	3	134	41	6	4
11	송승환	두산	0.250	11	28	28	3	7	1	0	1	11	4	0	0
12	박세혁	두산	0.248	128	402	351	33	87	13	1	3	111	41	8	4
13	김재환	두산	0.248	128	517	448	64	111	24	1	23	206	72	0	4
14	김인태	두산	0.247	83	279	235	25	58	6	0	5	79	25	0	0
15	양석환	두산	0.244	107	446	405	58	99	14	1	20	175	51	0	2
16	양찬열	두산	0.244	41	94	82	15	20	4	0	3	33	12	1	0
17	이유찬	두산	0.241	13	31	29	3	7	0	0	1	10	2	1	1
18	김대한	두산	0.240	51	110	96	13	23	6	1	4	43	11	2	1
19	박유연	두산	0.235	13	19	17	0	4	0	0	0	4	2	0	0
19	조수행	두산	0.235	117	134	119	36	28	4	1	1	37	9	2	2
21	박계범	두산	0.221	77	168	145	21	32	8	0	2	46	14	6	2
22	김재호	두산	0.215	102	264	223	26	48	7	0	1	58	21	7	4
23	안재석	두산	0.213	99	264	235	22	50	10	0	3	69	17	4	2
24	장승현	두산	0.208	60	109	96	6	20	3	0	0	23	9	3	1
25	오재원	두산	0.172	18	31	29	2	5	2	0	0	7	4	0	1
26	홍성호	두산	0.167	12	19	18	3	3	0	0	0	3	0	0	0
27	강진성	두산	0.163	40	94	80	7	13	2	0	1	18	8	1	0
28	서예일	두산	0.160	35	27	25	2	4	1	0	0	5	2	1	0
29	신성현	두산	0.087	17	25	23	3	2	0	0	1	5	2	0	0
30	권민석	두산	0.000	16	3	3	3	0	0	0	0	0	0	0	0
1	이대호	롯데	0.331	142	591	540	53	179	23	0	23	271	101	0	6
2	렉스	롯데	0.330	56	251	218	32	72	10	1	8	108	34	0	2
3	고승민	롯데	0.316	92	262	234	31	74	15	1	5	106	30	2	1
4	한동희	롯데	0.307	129	499	456	43	140	27	0	14	209	65	0	4
5	전준우	롯데	0.304	120	517	470	73	143	31	1	11	209	68	0	9
6	황성빈	롯데	0.294	102	353	320	62	94	12	4	1	117	16	7	2
7	안치홍	롯데	0.284	132	562	493	71	140	27	3	14	215	58	8	5
8	김민수	롯데	0.257	57	156	140	9	36	6	0	0	42	11	3	0
9	정훈	롯데	0.245	91	340	294	39	72	8	0	3	89	32	6	6
10	이호연	롯데	0.244	88	222	205	20	50	10	1	2	68	16	4	0
11	신용수	롯데	0.235	49	73	68	8	16	4	2	2	30	7	0	0
12	피터스	롯데	0.228	85	354	316	32	72	16	0	13	127	48	0	4
13	박승욱	롯데	0.227	100	228	198	29	45	7	2	1	59	16	12	0
14	추재현	롯데	0.224	33	66	58	10	13	4	0	0	17	5	0	0
15	지시완	롯데	0.213	75	199	174	16	37	7	0	3	53	17	2	1
16	이학주	롯데	0.207	91	260	232	29	48	11	1	3	70	15	9	1
17	정보근	롯데	0.191	95	226	199	8	38	2	0	1	43	15	10	1
18	조세진	롯데	0.186	39	88	86	6	16	3	0	0	19	6	1	0
19	장두성	롯데	0.174	53	28	23	7	4	0	0	0	4	0	0	0
20	안중열	롯데	0.155	33	84	71	8	11	0	0	2	17	2	0	0
21	윤동희	롯데	0.154	4	13	13	1	2	1	0	0	3	1	0	0
22	한태양	롯데	0.148	38	72	61	14	9	1	0	0	10	3	4	0
23	김민수	롯데	0.143	5	7	7	0	1	0	0	0	1	1	0	0
24	배성근	롯데	0.128	22	41	39	3	5	1	0	0	6	0	0	0
25	강태율	롯데	0.094	19	38	32	0	3	1	0	0	4	3	3	0
26	강로한	롯데	-	1	0	0	0	0	0	0	0	0	0	0	0
26	강윤구	롯데	-	1	0	0	0	0	0	0	0	0	0	0	0
26	구승민	롯데	-	1	0	0	0	0	0	0	0	0	0	0	0
26	김세민	롯데	0.000	4	4	1	1	0	0	0	0	0	0	2	0
26	김원중	롯데	-	1	0	0	0	0	0	0	0	0	0	0	0
1	이병헌	삼성	0.750	3	4	4	1	3	1	0	0	4	1	0	0
2	피렐라	삼성	0.342	141	630	561	102	192	33	4	28	317	109	0	2
3	김재성	삼성	0.335	63	185	161	16	54	10	0	3	73	26	1	3
4	강한울	삼성	0.323	94	252	226	31	73	12	1	1	90	26	4	2
5	조민성	삼성	0.308	12	16	13	3	4	0	0	1	7	3	0	0
6	김태군	삼성	0.298	102	235	205	20	61	11	0	2	78	25	6	3
7	구자욱	삼성	0.293	99	442	409	69	120	23	3	5	164	38	1	2
8	김지찬	삼성	0.280	113	429	361	62	101	7	6	0	120	25	19	2
9	오선진	삼성	0.276	100	306	268	30	74	8	0	3	91	24	16	1
10	김현준	삼성	0.275	118	422	363	57	100	19	4	0	127	22	8	0
11	오재일	삼성	0.268	135	536	470	57	126	42	0	21	231	94	0	7
12	이원석	삼성	0.267	88	335	288	31	77	13	0	10	120	60	3	6
13	강민호	삼성	0.258	130	444	396	38	102	19	1	13	162	66	1	3
14	김상수	삼성	0.251	72	260	235	30	59	11	0	2	76	29	4	2
15	김동진	삼성	0.250	5	4	4	0	1	1	0	0	2	0	0	0
16	김재혁	삼성	0.242	15	39	33	5	8	1	0	0	9	3	0	1
17	이재현	삼성	0.235	75	239	230	23	54	4	0	7	79	23	3	0
18	이해승	삼성	0.232	46	106	99	11	23	3	0	0	26	5	6	0
19	김동엽	삼성	0.221	30	100	95	9	21	5	0	2	32	4	0	1
20	박승규	삼성	0.216	62	83	74	10	16	2	0	0	18	4	5	1
21	김헌곤	삼성	0.192	80	239	224	18	43	8	0	1	54	20	2	3
22	김성윤	삼성	0.190	48	49	42	14	8	3	0	1	14	2	1	0
23	최영진	삼성	0.188	43	91	80	5	15	4	0	2	25	10	1	0
24	이태훈	삼성	0.176	10	18	17	2	3	0	0	0	3	0	0	0
25	공민규	삼성	0.158	15	22	19	0	3	0	0	0	3	2	0	1
26	안주형	삼성	0.150	18	23	20	2	3	0	0	0	3	2	1	1
27	김호재	삼성	0.143	21	29	28	1	4	1	0	0	5	1	0	0
28	송준석	삼성	0.138	17	32	29	3	4	0	0	0	4	1	1	0
29	김영웅	삼성	0.133	13	15	15	2	2	0	0	1	5	1	0	0
30	김성표	삼성	0.118	17	18	17	5	2	0	0	0	2	0	0	0
1	이정후	키움	0.349	142	627	553	85	193	36	10	23	318	113	0	3
2	김혜성	키움	0.318	129	566	516	81	164	18	7	4	208	48	0	3
3	푸이그	키움	0.277	126	547	473	65	131	30	0	21	224	73	0	4
4	임지열	키움	0.275	40	148	131	16	36	6	0	1	45	15	3	2
5	김태진	키움	0.268	77	276	254	37	68	5	1	0	75	20	3	1
6	이지영	키움	0.267	137	450	420	38	112	13	4	2	139	37	8	0
7	이명기	키움	0.250	2	4	4	0	1	0	0	0	1	0	0	0
7	이재홍	키움	0.250	4	4	4	0	1	0	0	0	1	0	0	0
9	송성문	키움	0.247	142	601	547	67	135	21	4	13	203	79	1	7
10	김웅빈	키움	0.226	45	135	115	17	26	5	1	1	36	11	3	0
11	박주홍	키움	0.224	21	57	49	4	11	1	1	0	14	3	0	0
12	김휘집	키움	0.222	112	393	333	40	74	12	1	8	112	36	3	4
13	박찬혁	키움	0.211	52	175	161	13	34	5	0	6	57	17	0	0
14	김재현	키움	0.207	56	88	82	4	17	4	0	1	24	9	2	1
15	전병우	키움	0.203	115	231	197	14	40	7	0	5	62	21	9	1
16	김주형	키움	0.200	55	130	110	16	22	7	1	1	34	5	2	1
17	이용규	키움	0.199	86	326	271	34	54	6	0	0	60	21	1	2
18	김준완	키움	0.192	111	398	317	43	61	10	2	1	78	28	6	3
19	이병규	키움	0.184	24	40	38	7	7	1	1	0	10	5	0	0
20	김수환	키움	0.179	57	168	140	18	25	6	0	4	43	14	3	1
21	이주형	키움	0.169	32	85	71	7	12	0	0	1	15	8	0	1
22	박준태	키움	0.157	52	84	70	9	11	4	0	1	18	10	1	0
23	신준우	키움	0.140	76	54	43	6	6	3	0	0	9	0	2	0
24	예진원	키움	0.100	20	14	10	0	1	0	0	0	1	0	1	0
25	김시앙	키움	0.083	13	14	12	1	1	0	0	0	1	0	1	0
26	강민국	키움	0.000	3	4	3	0	0	0	0	0	0	1	0	0
26	김성진	키움	-	2	0	0	0	0	0	0	0	0	0	0	0
26	김태훈	키움	-	1	0	0	0	0	0	0	0	0	0	0	0
26	노운현	키움	-	1	0	0	0	0	0	0	0	0	0	0	0
26	박승주	키움	-	1	0	0	0	0	0	0	0	0	0	0	
1	유상빈	한화	0.326	17	49	46	3	15	5	0	0	20	4	2	1
2	터크먼	한화	0.289	144	648	575	88	166	37	4	12	247	43	0	2
3	노시환	한화	0.281	115	490	434	55	122	24	1	6	166	59	0	4
4	정은원	한화	0.274	140	601	508	67	139	20	2	8	187	49	4	3
5	변우혁	한화	0.262	21	61	61	5	16	3	0	3	28	8	0	0
6	김인환	한화	0.261	113	429	398	48	104	14	0	16	166	54	0	4
7	하주석	한화	0.258	125	483	445	50	115	18	2	5	152	58	1	3
8	박정현	한화	0.244	81	220	205	23	50	4	1	3	65	19	2	0
9	김태연	한화	0.240	119	464	404	46	97	18	0	7	136	53	3	4
10	장운호	한화	0.238	57	146	122	12	29	3	0	1	35	15	2	2
11	장진혁	한화	0.233	41	132	116	11	27	2	0	2	35	17	1	3
12	노수광	한화	0.229	117	361	315	33	72	18	6	4	114	30	10	3
13	권광민	한화	0.225	32	87	71	6	16	3	1	0	21	8	0	2
14	박상언	한화	0.224	56	151	134	16	30	5	1	4	49	17	5	1
15	최재훈	한화	0.223	114	437	364	38	81	14	0	5	110	30	5	2
16	허관회	한화	0.217	15	25	23	3	5	2	0	0	7	1	1	0
17	백용환	한화	0.200	4	5	5	1	1	1	0	0	2	0	0	0
17	이진영	한화	0.200	70	240	220	27	44	12	1	8	82	31	0	3
19	이성곤	한화	0.192	41	117	99	6	19	5	0	0	24	5	0	1
20	임종찬	한화	0.189	20	57	53	2	10	1	0	2	17	6	0	1
21	허인서	한화	0.167	8	19	18	1	3	0	0	0	3	0	0	0
22	이도윤	한화	0.159	80	126	113	9	18	7	0	1	28	8	4	1
23	유로결	한화	0.133	30	68	60	5	8	0	0	0	8	4	3	0
24	정민규	한화	0.130	9	24	23	3	3	0	0	0	3	0	0	0
25	이원석	한화	0.114	20	39	35	4	4	0	0	1	7	1	1	0
26	원혁재	한화	0.095	11	23	21	2	2	1	0	0	3	0	0	0
27	강상원	한화	-	1	0	0	0	0	0	0	0	0	0	0	0
27	김민우	한화	-	1	0	0	0	0	0	0	0	0	0	0	0
27	김범수	한화	-	1	0	0	0	0	0	0	0	0	0	0	0
27	류희운	한화	-	2	0	0	0	0	0	0	0	0	0	0	
1	권혁경	KIA	0.500	2	2	2	0	1	0	0	0	1	1	0	0
2	김선우	KIA	0.333	3	4	3	1	1	0	0	0	1	0	0	0
2	박정우	KIA	0.333	16	3	3	2	1	0	0	0	1	2	0	0
4	나성범	KIA	0.320	144	649	563	92	180	39	2	21	286	97	0	5
5	소크라테스	KIA	0.311	127	554	514	83	160	29	7	17	254	77	0	4
6	이창진	KIA	0.301	111	404	346	56	104	14	0	7	139	48	11	4
7	이우성	KIA	0.292	80	137	120	23	35	7	0	1	45	12	4	0
8	김선빈	KIA	0.287	140	587	505	51	145	23	0	3	177	61	7	3
9	고종욱	KIA	0.283	62	114	106	13	30	7	1	2	45	14	1	0
10	류지혁	KIA	0.274	127	477	405	55	111	19	2	2	140	48	8	2
11	김호령	KIA	0.273	54	88	77	21	21	1	1	1	27	8	4	0
12	박찬호	KIA	0.272	130	566	493	81	134	22	0	4	168	45	8	7
13	최형우	KIA	0.264	132	530	454	55	120	27	1	14	191	71	0	2
14	황대인	KIA	0.256	129	524	476	40	122	27	0	14	191	91	0	5
15	박동원	KIA	0.242	123	447	385	52	93	21	0	18	168	57	7	1
16	김도영	KIA	0.237	103	254	224	37	53	11	4	3	81	19	4	1
17	김규성	KIA	0.180	70	52	50	14	9	0	1	1	14	4	1	0
18	한승택	KIA	0.176	66	119	102	11	18	2	0	1	23	12	4	1
19	김석환	KIA	0.149	51	107	94	15	14	2	0	3	25	7	0	0
20	최정용	KIA	0.091	30	23	22	5	2	0	0	0	2	0	1	0
21	임석진	KIA	0.071	10	17	14	4	1	0	0	1	4	1	0	0
22	김재열	KIA	-	1	0	0	0	0	0	0	0	0	0	0	0
22	나지완	KIA	0.000	2	1	1	0	0	0	0	0	0	0	0	0
22	류승현	KIA	0.000	3	3	3	0	0	0	0	0	0	0	0	0
22	박민	KIA	0.000	6	2	2	1	0	0	0	0	0	0	0	0
22	신범수	KIA	0.000	2	3	3	0	0	0	0	0	0	0	0	0
22	이정훈	KIA	0.000	6	10	8	0	0	0	0	0	0	0	0	0
1	문상준	KT	0.333	2	3	3	0	1	1	0	0	2	0	0	0
1	전진영	KT	0.333	4	3	3	0	1	0	0	0	1	1	0	0
3	조용호	KT	0.308	131	531	474	52	146	18	4	3	181	44	2	3
4	알포드	KT	0.286	80	323	283	48	81	19	1	14	144	50	0	4
5	김민혁	KT	0.284	132	434	373	47	106	10	2	0	120	35	19	3
6	박병호	KT	0.275	124	487	429	72	118	17	0	35	240	98	0	6
7	김준태	KT	0.273	98	270	231	28	63	16	1	4	93	27	3	3
8	배정대	KT	0.266	144	575	508	64	135	24	2	6	181	56	5	4
9	황재균	KT	0.262	141	581	519	59	136	25	3	10	197	64	2	2
10	장성우	KT	0.260	117	420	362	48	94	11	0	18	159	55	1	3
11	라모스	KT	0.250	18	80	72	10	18	1	1	3	30	11	1	1
12	장준원	KT	0.246	35	63	57	7	14	2	0	3	25	10	3	0
13	강백호	KT	0.245	62	264	237	24	58	12	0	6	88	29	1	2
14	심우준	KT	0.240	132	449	388	69	93	8	2	4	117	34	11	4
15	홍현빈	KT	0.237	61	92	76	8	18	2	0	0	20	1	6	0
16	오윤석	KT	0.234	112	337	286	23	67	13	0	6	98	37	5	6
17	문상철	KT	0.224	28	52	49	5	11	3	0	2	20	4	0	0
18	유준규	KT	0.214	7	16	14	3	3	0	0	0	3	0	1	0
19	김병희	KT	0.203	41	85	74	8	15	2	0	1	20	6	0	1
20	신본기	KT	0.182	74	138	121	9	22	3	0	1	28	8	4	1
21	송민섭	KT	0.156	119	72	64	17	10	1	2	0	15	3	3	0
22	이시원	KT	0.133	31	16	15	6	2	0	0	0	2	1	0	0
23	권동진	KT	0.132	48	40	38	9	5	1	1	0	8	4	1	0
24	박경수	KT	0.120	100	194	166	13	20	3	0	3	32	10	2	1
25	고명성	KT	-	1	0	0	0	0	0	0	0	0	0	0	0
25	김재윤	KT	-	1	0	0	0	0	0	0	0	0	0	0	0
25	김태훈	KT	0.000	7	10	10	0	0	0	0	0	0	0	0	0
25	문상인	KT	0.000	12	3	3	2	0	0	0	0	0	0	0	0
25	박영현	KT	-	4	0	0	0	0	0	0	0	0	0	0	0
25	배제성	KT	-	1	0	0	0	0	0	0	0	0	0	0	0
1	문보경	LG	0.315	126	466	406	52	128	22	3	9	183	56	5	7
2	문성주	LG	0.303	106	390	327	55	99	15	3	6	138	41	8	1
3	채은성	LG	0.296	126	526	467	48	138	26	2	12	204	83	0	11
4	박해민	LG	0.289	144	636	570	97	165	20	8	3	210	49	7	6
5	김현수	LG	0.286	141	604	524	78	150	25	2	23	248	106	0	3
6	홍창기	LG	0.286	118	525	437	76	125	19	4	1	155	51	5	5
7	오지환	LG	0.269	142	569	494	75	133	16	4	25	232	87	3	3
8	이형종	LG	0.264	26	63	53	3	14	3	0	0	17	7	1	3
9	손호영	LG	0.257	36	82	74	13	19	0	2	3	32	14	1	1
10	유강남	LG	0.255	139	469	416	54	106	16	0	8	146	47	6	2
11	이상호	LG	0.250	60	80	72	9	18	2	0	0	20	5	3	0
12	허도환	LG	0.247	64	92	85	7	21	5	0	1	29	6	3	0
13	송찬의	LG	0.236	33	78	72	8	17	4	0	3	30	10	0	1
14	이재원	LG	0.224	85	253	223	31	50	8	2	13	101	43	0	0
15	서건창	LG	0.224	77	247	219	39	49	10	1	2	67	18	3	1
16	김기연	LG	0.222	12	9	9	0	2	0	0	0	2	1	0	0
16	한석현	LG	0.222	6	10	9	1	2	0	0	0	2	0	1	0
18	김민성	LG	0.207	92	157	140	16	29	4	0	3	42	20	3	1
19	가르시아	LG	0.206	39	156	136	21	28	6	1	4	48	19	0	0
20	이천웅	LG	0.200	19	23	20	3	4	0	0	0	4	0	0	0
20	최민창	LG	0.200	4	5	5	1	1	0	0	0	1	0	0	0
22	이영빈	LG	0.184	60	83	76	16	14	3	0	1	20	5	0	0
23	루이즈	LG	0.155	27	94	84	10	13	4	1	1	22	6	0	1
24	고우석	LG	0.000	4	1	1	0	0	0	0	0	0	0	0	0
24	김진성	LG	-	2	0	0	0	0	0	0	0	0	0	0	0
24	김호은	LG	0.000	2	2	2	0	0	0	0	0	0	0	0	0
24	박용택	LG	-	1	0	0	0	0	0	0	0	0	0	0	0
24	박재욱	LG	-	1	0	0	0	0	0	0	0	0	0	0	0
24	배재준	LG	-	1	0	0	0	0	0	0	0	0	0	0	0
24	백승현	LG	-	1	0	0	0	0	0	0	0	0	0	0	0
1	박건우	NC	0.336	111	463	408	52	137	18	1	10	187	61	0	3
2	최승민	NC	0.324	44	34	34	19	11	0	0	0	11	3	0	0
3	마티니	NC	0.296	139	576	510	67	151	34	1	16	235	85	0	7
4	양의지	NC	0.283	130	510	427	61	121	24	0	20	205	94	0	10
5	노진혁	NC	0.280	115	451	396	50	111	24	0	15	180	75	3	5
6	손아섭	NC	0.277	138	617	548	72	152	29	4	4	201	48	1	6
7	전민수	NC	0.275	20	41	40	3	11	2	0	0	13	2	0	0
8	박민우	NC	0.267	104	451	390	61	104	22	1	4	140	38	6	3
9	이명기	NC	0.260	94	341	300	36	78	13	2	0	95	23	6	2
10	오영수	NC	0.238	83	259	231	25	55	10	0	6	83	31	0	3
11	권희동	NC	0.227	82	280	238	30	54	5	1	5	76	22	2	1
12	김주원	NC	0.223	96	326	273	35	61	9	3	10	106	47	9	0
13	김기환	NC	0.221	73	131	113	26	25	5	1	0	32	6	2	1
14	박준영	NC	0.216	75	240	208	27	45	8	1	4	67	19	3	1
15	도태훈	NC	0.216	91	163	139	18	30	7	0	2	43	13	7	3
16	윤형준	NC	0.209	35	69	67	5	14	1	0	1	18	5	0	0
17	서호철	NC	0.205	89	214	195	26	40	8	0	2	54	14	3	0
18	이재용	NC	0.200	8	6	5	1	1	0	0	1	4	2	0	0
19	정진기	NC	0.189	39	59	53	4	10	2	0	1	15	4	0	0
20	박대온	NC	0.181	59	133	127	8	23	4	0	1	30	10	3	1
21	박석민	NC	0.149	16	58	47	3	7	2	0	0	9	2	1	0
22	정범모	NC	0.143	5	7	7	0	1	0	0	0	1	1	0	0
22	천재환	NC	0.143	29	36	35	4	5	1	0	1	9	1	0	0
24	김응민	NC	0.134	34	75	67	7	9	1	0	1	13	5	2	1
25	김수윤	NC	0.118	10	18	17	1	2	1	0	1	6	2	0	0
26	김한별	NC	0.095	24	23	21	0	2	0	0	0	2	0	2	0
27	김진호	NC	-	1	0	0	0	0	0	0	0	0	0	0	0
27	김태경	NC	-	2	0	0	0	0	0	0	0	0	0	0	0
27	류진욱	NC	-	1	0	0	0	0	0	0	0	0	0	0	0
27	오태양	NC	0.000	15	4	3	5	0	0	0	0	0	0	0	0
1	라가레스	SSG	0.315	49	202	181	24	57	9	0	6	84	32	3	3
2	최지훈	SSG	0.304	144	640	569	93	173	32	4	10	243	61	13	4
3	김강민	SSG	0.303	84	202	178	24	54	11	0	5	80	18	2	1
4	최경모	SSG	0.301	98	75	73	16	22	2	0	0	24	4	1	0
5	박성한	SSG	0.298	140	564	494	68	147	24	4	2	185	56	6	2
6	이정범	SSG	0.273	7	11	11	2	3	0	0	0	3	1	0	0
7	최정	SSG	0.266	121	505	414	80	110	21	0	26	209	87	0	6
8	한유섬	SSG	0.264	135	545	458	62	121	33	1	21	219	100	0	5
9	추신수	SSG	0.259	112	499	409	77	106	20	1	16	176	58	2	4
10	최준우	SSG	0.250	10	16	12	0	3	0	0	0	3	1	0	1
11	전의산	SSG	0.249	77	266	241	36	60	15	1	13	116	45	0	1
12	오태곤	SSG	0.232	130	295	263	48	61	14	1	4	89	23	5	3
13	오준혁	SSG	0.230	47	67	61	3	14	2	0	0	16	6	1	0
14	김재현	SSG	0.222	18	20	18	2	4	1	0	0	5	4	2	0
14	석정우	SSG	0.222	9	9	9	1	2	0	0	0	2	0	0	0
14	크론	SSG	0.222	67	259	243	21	54	13	1	11	102	35	0	4
17	김민식	SSG	0.221	104	266	222	30	49	9	1	2	66	28	7	3
18	김성현	SSG	0.219	130	359	302	38	66	9	1	2	83	37	20	3
19	하재훈	SSG	0.215	60	114	107	18	23	6	1	6	49	13	0	2
20	최주환	SSG	0.211	97	333	298	36	63	14	2	9	108	41	0	2
21	이재원	SSG	0.201	105	279	234	27	47	6	0	4	65	28	9	3
22	조형우	SSG	0.167	9	13	12	2	2	1	0	0	3	1	0	0
23	안상현	SSG	0.158	46	47	38	12	6	0	0	2	12	5	3	0
24	이현석	SSG	0.133	9	15	15	0	2	0	0	0	2	1	0	0
24	이흥련	SSG	0.133	22	55	45	4	6	2	0	0	8	1	3	0
26	최항	SSG	0.100	15	24	20	0	2	0	0	0	2	1	0	1
27	최상민	SSG	0.071	27	18	14	3	1	0	0	0	1	1	1	0
28	고효준	SSG	-	2	0	0	0	0	0	0	0	0	0	0	0
28	김규남	SSG	0.000	2	5	5	0	0	0	0	0	0	0	0	0
28	김택형	SSG	-	1	0	0	0	0	0	0	0	0	0	0	0
