순위	선수명	팀명	ERA	G	W	L	SV	HLD	WPCT	IP	H	HR	BB	HBP	SO	R	ER	WHIP
1	김수경	넥센	2.13	9	0	1	0	0	0.000	12 2/3	19	0	4	1	5	3	3	1.82
2	손승락	넥센	2.15	53	3	2	33	0	0.600	50 1/3	50	2	15	0	47	12	12	1.29
3	나이트	넥센	2.20	30	16	4	0	0	0.800	208 2/3	180	6	53	7	102	60	51	1.12
4	박성훈	넥센	2.45	53	5	4	0	7	0.556	47 2/3	33	1	24	6	34	13	13	1.20
5	박종윤	넥센	3.00	7	0	0	0	0	-	6	4	0	6	1	7	2	2	1.67
6	한현희	넥센	3.12	43	3	4	0	7	0.429	69 1/3	54	4	22	11	54	26	24	1.10
7	밴헤켄	넥센	3.28	28	11	8	0	0	0.579	170	166	16	60	3	132	68	62	1.33
8	김정훈	넥센	3.60	6	0	0	0	0	-	10	10	1	5	1	7	8	4	1.50
9	강윤구	넥센	4.08	27	4	7	0	0	0.364	125 2/3	89	14	74	7	127	58	57	1.30
10	문성현	넥센	4.23	13	1	1	0	3	0.500	38 1/3	38	0	11	0	31	21	18	1.28
11	임창민	넥센	4.50	3	0	0	0	0	-	4	3	0	3	0	2	2	2	1.50
12	이정훈	넥센	4.67	40	4	4	1	8	0.500	44 1/3	45	2	17	5	32	28	23	1.40
13	김영민	넥센	4.69	30	5	9	0	0	0.357	121	143	9	70	3	90	68	63	1.76
14	김상수	넥센	4.73	33	2	1	0	0	0.667	45 2/3	42	4	39	2	36	24	24	1.77
15	장효훈	넥센	5.02	21	0	6	1	1	0.000	61	63	3	42	4	42	35	34	1.72
16	오재영	넥센	5.19	26	1	3	1	4	0.250	26	26	6	13	1	18	15	15	1.50
17	이보근	넥센	5.27	27	3	1	0	0	0.750	41	42	3	18	4	17	26	24	1.46
18	김병현	넥센	5.66	19	3	8	0	3	0.273	62	65	6	34	14	43	44	39	1.60
19	이태양	넥센	6.00	4	0	1	0	1	0.000	3	1	0	4	2	3	2	2	1.67
20	심수창	넥센	7.30	21	0	5	0	0	0.000	40 2/3	58	3	21	2	24	36	33	1.94
1	이재우	두산	0.00	3	0	0	0	0	-	2 2/3	1	0	1	0	2	0	0	0.75
1	이현호	두산	0.00	2	0	0	0	0	-	2	2	0	1	0	1	0	0	1.50
3	변진수	두산	1.71	31	4	0	1	2	1.000	31 2/3	15	0	11	3	18	6	6	0.82
4	프록터	두산	1.79	57	4	4	35	0	0.500	55 1/3	43	0	21	1	46	15	11	1.16
5	홍상삼	두산	1.93	53	5	2	1	22	0.714	65 1/3	35	2	29	2	69	18	14	0.98
6	김창훈	두산	2.08	28	1	1	0	2	0.500	21 2/3	9	0	12	2	15	5	5	0.97
7	노경은	두산	2.53	42	12	6	0	7	0.667	146	106	6	69	8	133	46	41	1.20
8	김강률	두산	2.88	30	0	0	0	0	-	34 1/3	28	1	17	2	27	11	11	1.31
9	이용찬	두산	3.00	26	10	11	0	0	0.476	162	154	5	63	6	113	58	54	1.34
10	김상현	두산	3.18	15	0	0	0	0	-	17	14	1	8	0	15	6	6	1.29
11	니퍼트	두산	3.20	29	11	10	0	0	0.524	194	156	15	68	8	126	70	69	1.15
12	안규영	두산	3.95	10	0	0	0	1	-	13 2/3	15	0	6	0	6	6	6	1.54
13	김승회	두산	4.04	24	6	7	0	0	0.462	120 1/3	109	9	38	4	62	62	54	1.22
14	정재훈	두산	4.50	4	0	1	0	0	0.000	4	3	1	1	0	1	3	2	1.00
15	김선우	두산	4.52	28	6	9	0	0	0.400	163 1/3	182	13	41	8	63	91	82	1.37
16	임태훈	두산	4.65	22	4	4	0	3	0.500	50 1/3	53	5	36	1	33	30	26	1.77
17	정대현	두산	5.20	23	1	2	0	0	0.333	36 1/3	38	4	23	3	23	23	21	1.68
18	이혜천	두산	7.45	48	1	3	0	7	0.250	38 2/3	42	2	21	5	25	33	32	1.63
19	서동환	두산	8.59	10	0	0	1	0	-	14 2/3	17	0	12	1	17	14	14	1.98
20	고창성	두산	8.62	21	3	2	0	3	0.600	15 2/3	22	2	7	3	5	15	15	1.85
21	이원재	두산	12.00	4	0	0	0	0	-	3	4	0	3	0	2	4	4	2.33
22	윤명준	두산	20.25	3	0	0	0	0	-	1 1/3	5	0	3	0	0	3	3	6.00
1	허준혁	롯데	0.00	5	0	0	0	0	-	7 2/3	4	0	2	0	2	0	0	0.78
2	정대현	롯데	0.64	24	2	0	1	5	1.000	28 1/3	12	0	7	1	26	2	2	0.67
3	유먼	롯데	2.55	29	13	7	0	1	0.650	179 2/3	156	10	56	1	142	58	51	1.18
4	이명우	롯데	2.56	74	2	1	0	10	0.667	52 2/3	51	1	17	2	32	16	15	1.29
5	김사율	롯데	2.98	50	2	3	34	1	0.400	45 1/3	45	4	11	2	43	16	15	1.24
6	이용훈	롯데	3.01	25	8	5	1	1	0.615	101 2/3	102	4	25	3	57	44	34	1.25
7	김성배	롯데	3.21	69	3	4	2	14	0.429	53 1/3	46	2	20	4	33	20	19	1.24
8	송승준	롯데	3.31	28	7	11	0	0	0.389	163	158	12	57	8	117	73	60	1.32
9	진명호	롯데	3.45	23	2	1	0	1	0.667	60	48	8	41	3	54	23	23	1.48
10	최대성	롯데	3.59	71	8	8	1	17	0.500	67 2/3	65	5	24	5	50	31	27	1.32
11	이승호	롯데	3.70	41	2	3	0	1	0.400	48 2/3	40	1	35	1	27	23	20	1.54
12	김수완	롯데	3.76	24	2	0	0	0	1.000	40 2/3	37	3	13	1	24	20	17	1.23
13	강영식	롯데	3.89	55	2	0	0	10	1.000	41 2/3	41	2	19	0	49	19	18	1.44
14	고원준	롯데	4.25	19	3	7	0	0	0.300	95 1/3	109	7	43	11	45	52	45	1.59
15	사도스키	롯데	4.32	29	8	8	0	1	0.500	150	154	9	69	6	98	75	72	1.49
16	이정민	롯데	5.18	14	1	3	0	0	0.250	33	44	2	12	1	14	21	19	1.70
17	이상화	롯데	5.40	1	0	1	0	0	0.000	3 1/3	6	0	2	0	1	2	2	2.40
18	박동욱	롯데	5.79	4	0	0	0	0	-	4 2/3	5	1	2	0	3	3	3	1.50
19	이재곤	롯데	9.39	8	0	0	0	0	-	7 2/3	12	1	7	1	4	8	8	2.48
20	김성호	롯데	10.80	3	0	0	0	1	-	1 2/3	2	1	2	1	1	2	2	2.40
21	이경우	롯데	14.73	1	0	0	0	0	-	3 2/3	4	1	4	2	3	6	6	2.18
22	김일엽	롯데	40.50	1	0	0	0	0	-	2/3	4	0	1	0	0	4	3	7.50
1	최원제	삼성	0.00	1	0	0	0	0	-	1	0	0	0	0	0	0	0	0.00
2	박근홍	삼성	1.29	6	0	0	0	0	-	7	3	1	5	1	6	1	1	1.14
3	이우선	삼성	1.59	4	0	0	0	0	-	5 2/3	2	1	3	0	5	1	1	0.88
4	안지만	삼성	1.71	56	1	2	0	28	0.333	63 1/3	42	1	20	0	58	12	12	0.98
5	심창민	삼성	1.83	37	2	2	1	5	0.500	39 1/3	26	0	17	2	41	8	8	1.09
6	오승환	삼성	1.94	50	2	1	37	0	0.667	55 2/3	33	1	13	3	81	12	12	0.83
7	정인욱	삼성	2.49	13	1	1	0	0	0.500	25 1/3	17	0	11	2	16	7	7	1.11
8	김효남	삼성	2.76	9	0	0	0	0	-	16 1/3	17	2	3	1	13	5	5	1.22
9	윤성환	삼성	2.84	19	9	6	0	0	0.600	114	112	6	26	4	81	36	36	1.21
10	권오준	삼성	2.95	46	1	3	0	10	0.250	42 2/3	32	2	13	0	48	15	14	1.05
11	권혁	삼성	3.10	64	2	3	1	18	0.400	49 1/3	48	2	20	1	38	18	17	1.38
12	정현욱	삼성	3.16	54	2	5	0	3	0.286	62 2/3	57	1	21	0	48	25	22	1.24
13	배영수	삼성	3.21	26	12	8	0	0	0.600	160	159	7	39	3	89	64	57	1.24
14	장원삼	삼성	3.55	27	17	6	0	1	0.739	157	143	9	38	9	127	64	62	1.15
15	고든	삼성	3.94	25	11	3	0	0	0.786	128	144	10	38	2	80	61	56	1.42
16	탈보트	삼성	3.97	25	14	3	0	0	0.824	138 1/3	136	8	54	5	68	63	61	1.37
17	백정현	삼성	4.91	6	0	0	0	1	-	3 2/3	2	0	4	0	5	2	2	1.64
18	임진우	삼성	5.11	12	0	0	0	0	-	12 1/3	7	3	6	1	12	7	7	1.05
19	김건한	삼성	5.29	31	0	0	0	2	-	34	41	2	15	3	27	23	20	1.65
20	차우찬	삼성	6.02	26	6	7	0	2	0.462	83 2/3	83	11	48	1	52	59	56	1.57
21	김기태	삼성	7.20	1	0	1	0	0	0.000	5	8	0	1	0	2	4	4	1.80
22	이동걸	삼성	9.00	1	0	0	0	1	-	1	1	0	0	0	1	1	1	1.00
1	임기영	한화	0.00	1	0	0	0	0	-	2/3	0	0	0	0	0	0	0	0.00
2	류현진	한화	2.66	27	9	9	0	0	0.500	182 2/3	153	12	46	5	210	58	54	1.09
3	송창식	한화	2.91	47	4	3	1	12	0.571	74 1/3	45	7	26	5	66	24	24	0.96
4	최우석	한화	3.18	4	0	0	0	0	-	5 2/3	4	0	3	1	2	3	2	1.24
5	바티스타	한화	3.56	44	4	6	8	4	0.400	86	70	7	52	12	110	35	34	1.42
6	윤근영	한화	3.72	18	2	2	0	2	0.500	38 2/3	33	2	19	2	25	20	16	1.34
7	김혁민	한화	4.06	32	8	9	0	1	0.471	146 1/3	137	9	45	9	102	69	66	1.24
8	안승민	한화	4.75	62	3	7	16	5	0.300	72	69	6	21	5	53	41	38	1.25
9	유창식	한화	4.77	27	6	8	0	1	0.429	111 1/3	101	13	79	1	82	61	59	1.62
10	송신영	한화	4.94	24	1	3	0	2	0.250	23 2/3	37	3	8	4	17	16	13	1.90
11	박찬호	한화	5.06	23	5	10	0	0	0.333	121	134	11	52	11	68	76	68	1.54
12	정대훈	한화	5.23	16	0	0	0	2	-	10 1/3	4	2	5	3	6	6	6	0.87
13	양훈	한화	5.30	25	4	7	0	1	0.364	93 1/3	95	7	44	1	44	58	55	1.49
14	김경태	한화	5.40	3	0	0	0	0	-	1 2/3	1	0	3	0	0	1	1	2.40
15	박정진	한화	5.47	63	4	4	3	12	0.500	49 1/3	36	4	27	0	45	30	30	1.28
16	마일영	한화	5.55	55	2	3	1	6	0.400	61 2/3	86	6	18	2	31	46	38	1.69
17	정민혁	한화	6.16	25	1	1	0	2	0.500	30 2/3	34	6	7	1	19	24	21	1.34
18	안영진	한화	6.75	4	0	0	0	0	-	5 1/3	7	0	6	1	4	10	4	2.44
19	김광수	한화	8.04	16	0	0	0	0	-	15 2/3	30	2	5	1	11	15	14	2.23
20	션헨	한화	8.40	14	0	2	0	1	0.000	15	24	2	6	0	19	16	14	2.00
21	정재원	한화	8.55	14	0	2	0	3	0.000	20	29	4	13	2	18	19	19	2.10
22	이태양	한화	13.50	1	0	0	0	0	-	2	5	0	1	0	1	3	3	3.00
23	신주영	한화	16.20	3	0	0	0	0	-	3 1/3	5	2	1	1	2	7	6	1.80
24	배스	한화	48.60	2	0	1	0	0	0.000	1 2/3	9	1	1	1	1	9	9	6.00
1	김성계	KIA	0.00	1	0	0	0	0	-	1	1	0	0	0	0	0	0	1.00
1	박준수	KIA	0.00	2	0	0	0	1	-	1 1/3	1	0	0	0	0	0	0	0.75
1	오준형	KIA	0.00	1	0	0	0	0	-	2	1	0	0	0	0	0	0	0.50
4	서재응	KIA	2.59	29	9	8	0	0	0.529	160	143	7	51	7	97	51	46	1.21
5	김진우	KIA	2.90	24	10	5	0	0	0.667	133 2/3	110	2	50	10	101	47	43	1.20
6	윤석민	KIA	3.12	28	9	8	0	0	0.529	153	120	9	33	8	137	60	53	1.00
7	한기주	KIA	3.20	16	1	1	7	0	0.500	19 2/3	20	1	8	2	13	8	7	1.42
8	박지훈	KIA	3.38	50	3	3	2	10	0.500	61 1/3	55	3	30	5	37	25	23	1.39
8	홍성민	KIA	3.38	48	0	0	1	3	-	56	61	5	25	5	32	22	21	1.54
10	소사	KIA	3.54	23	9	8	0	0	0.529	147 1/3	137	9	39	8	104	62	58	1.19
11	앤서니	KIA	3.83	32	11	13	1	0	0.458	171 2/3	174	15	67	7	94	84	73	1.40
12	라미레즈	KIA	3.86	10	2	1	0	1	0.667	11 2/3	15	1	3	0	5	5	5	1.54
13	최향남	KIA	3.98	24	1	3	9	2	0.250	20 1/3	19	0	6	1	20	10	9	1.23
14	양현종	KIA	5.05	28	1	2	0	2	0.333	41	51	3	31	4	26	25	23	2.00
15	진해수	KIA	5.27	56	1	2	0	6	0.333	41	48	3	19	2	24	29	24	1.63
16	유동훈	KIA	5.29	43	1	0	6	5	1.000	34	33	0	10	2	29	20	20	1.26
17	고우석	KIA	5.40	5	1	0	0	0	1.000	6 2/3	9	0	5	0	9	4	4	2.10
18	심동섭	KIA	6.23	10	0	2	0	1	0.000	17 1/3	22	2	13	0	10	17	12	2.02
19	김종훈	KIA	6.35	4	0	0	0	0	-	5 2/3	9	1	6	0	5	4	4	2.65
20	박경태	KIA	7.34	27	1	6	0	0	0.143	34 1/3	41	0	14	2	26	29	28	1.60
21	한승혁	KIA	7.43	17	0	1	0	1	0.000	13 1/3	16	1	11	0	8	11	11	2.03
22	손영민	KIA	7.63	18	2	2	1	1	0.500	15 1/3	18	2	2	3	18	13	13	1.30
23	임준혁	KIA	7.71	7	0	0	0	0	-	4 2/3	7	0	6	1	4	4	4	2.79
24	신창호	KIA	9.45	7	0	0	0	0	-	6 2/3	10	1	5	0	5	7	7	2.25
25	조태수	KIA	10.13	3	0	0	0	0	-	2 2/3	3	1	3	0	1	3	3	2.25
26	임기준	KIA	18.00	3	0	0	0	0	-	3	5	1	3	0	3	6	6	2.67
27	이정훈	KIA	20.25	2	0	0	0	0	-	1 1/3	4	0	1	0	1	3	3	3.75
1	신정락	LG	0.00	1	0	0	0	0	-	2/3	0	0	1	0	0	1	0	1.50
2	봉중근	LG	1.18	40	0	1	26	0	0.000	38	26	1	10	4	36	5	5	0.95
3	유원상	LG	2.19	58	4	2	3	21	0.667	74	70	4	13	2	43	20	18	1.12
4	신동훈	LG	2.25	3	0	0	0	0	-	4	1	0	2	1	6	1	1	0.75
5	이동현	LG	3.02	52	2	2	0	6	0.500	56 2/3	43	1	18	0	56	20	19	1.08
6	김기표	LG	3.04	25	3	0	0	1	1.000	26 2/3	27	2	7	3	13	10	9	1.28
7	우규민	LG	3.30	58	4	4	1	9	0.500	92 2/3	96	2	23	9	57	41	34	1.28
8	류택현	LG	3.33	30	3	1	0	3	0.750	24 1/3	20	2	8	1	15	9	9	1.15
9	주키치	LG	3.45	30	11	8	0	1	0.579	177 1/3	179	6	54	4	96	75	68	1.31
10	이대환	LG	3.52	6	0	0	0	0	-	7 2/3	8	1	1	2	4	4	3	1.17
11	신재웅	LG	3.59	12	5	2	0	0	0.714	57 2/3	53	5	23	3	30	23	23	1.32
12	리즈	LG	3.69	32	5	12	5	0	0.294	151 1/3	138	6	68	9	144	68	62	1.36
13	이상열	LG	3.72	73	1	3	0	15	0.250	55 2/3	47	5	16	2	29	24	23	1.13
14	최성훈	LG	4.42	37	5	6	0	2	0.455	73 1/3	85	5	30	4	23	39	36	1.57
15	임찬규	LG	4.53	18	1	5	0	1	0.167	55 2/3	71	5	23	1	31	29	28	1.69
16	김광삼	LG	4.92	20	7	9	0	0	0.438	104 1/3	114	3	38	9	46	63	57	1.46
17	한희	LG	5.31	19	1	1	0	4	0.500	20 1/3	24	3	6	2	11	12	12	1.48
18	정재복	LG	5.64	7	2	1	0	0	0.667	30 1/3	35	1	13	1	15	19	19	1.58
19	김선규	LG	5.74	12	0	2	0	1	0.000	15 2/3	23	1	8	2	6	10	10	1.98
20	이승우	LG	5.90	21	2	9	0	0	0.182	82 1/3	104	9	32	5	46	57	54	1.65
21	임정우	LG	6.26	14	1	2	0	0	0.333	41 2/3	53	1	18	5	26	31	29	1.70
22	이희성	LG	8.44	4	0	1	0	0	0.000	5 1/3	7	0	1	0	1	5	5	1.50
23	이대진	LG	13.50	1	0	1	0	0	0.000	3 1/3	5	0	4	1	0	6	5	2.70
24	이성진	LG	19.29	2	0	0	0	0	-	2 1/3	3	2	3	1	1	5	5	2.57
25	양승진	LG	40.50	1	0	0	0	0	-	2/3	3	0	2	0	0	3	3	7.50
1	김준	SK	0.00	4	0	0	0	0	-	3	4	0	1	0	3	0	0	1.67
2	박희수	SK	1.32	65	8	1	6	34	0.889	82	52	2	27	3	93	12	12	0.96
3	정우람	SK	2.20	53	2	4	30	0	0.333	49	33	0	9	4	55	12	12	0.86
4	박정배	SK	3.14	37	4	3	0	3	0.571	77 1/3	52	6	30	4	48	29	27	1.06
5	채병용	SK	3.16	14	3	3	0	0	0.500	62 2/3	67	3	22	1	42	22	22	1.42
6	엄정욱	SK	3.20	49	4	5	3	12	0.444	56 1/3	46	5	24	4	44	21	20	1.24
7	윤희상	SK	3.36	28	10	9	0	0	0.526	163 1/3	164	10	49	6	100	66	61	1.30
8	마리오	SK	3.40	18	6	3	0	0	0.667	95 1/3	88	6	39	5	49	38	36	1.33
9	로페즈	SK	3.86	5	3	2	0	0	0.600	28	26	3	3	1	13	13	12	1.04
9	허준혁	SK	3.86	15	0	0	0	1	-	16 1/3	17	1	13	1	7	7	7	1.84
11	송은범	SK	4.15	20	8	3	0	0	0.727	97 2/3	98	6	44	2	72	45	45	1.45
12	이재영	SK	4.29	48	6	3	1	10	0.667	65	65	6	35	5	46	32	31	1.54
13	김광현	SK	4.30	16	8	5	0	0	0.615	81 2/3	85	9	36	2	65	44	39	1.48
14	전유수	SK	4.33	25	1	0	0	0	1.000	35 1/3	40	2	10	2	21	17	17	1.42
15	임치영	SK	4.35	6	1	0	0	0	1.000	10 1/3	9	3	6	2	6	5	5	1.45
16	부시	SK	4.43	17	4	6	0	0	0.400	81 1/3	80	8	31	8	45	45	40	1.36
17	문승원	SK	4.50	2	0	0	0	0	-	2	2	0	0	1	3	1	1	1.00
18	최영필	SK	4.58	46	2	1	0	5	0.667	53	52	7	10	2	40	27	27	1.17
19	신정익	SK	5.40	3	0	0	0	0	-	3 1/3	3	1	0	1	0	2	2	0.90
19	임경완	SK	5.40	32	0	2	0	3	0.000	31 2/3	36	4	13	4	16	20	19	1.55
19	제춘모	SK	5.40	8	0	3	0	1	0.000	18 1/3	20	4	9	1	6	11	11	1.58
22	이영욱	SK	5.57	11	0	2	0	0	0.000	32 1/3	28	3	17	5	15	20	20	1.39
23	박종훈	SK	8.00	8	1	2	0	0	0.333	18	21	0	14	4	16	17	16	1.94
24	김태훈	SK	9.35	9	0	1	0	0	0.000	8 2/3	12	0	10	1	6	11	9	2.54
25	신승현	SK	10.50	5	0	1	0	0	0.000	6	8	0	2	1	2	7	7	1.67
26	윤길현	SK	10.80	5	0	0	0	0	-	3 1/3	6	1	3	0	1	4	4	2.70